ABUS-US,ACST-CA,ADVZ-CA,AEZS-CA,AKU-CA,APS-CA,AQS-CA,ARCH-CA,ASG-CA,ASP-CA,ATE-CA,AUP-CA,BCT-CA,BHC-US,BLU-CA,BNKL-US,BTI-CA,CHH-CA,CORV-CA,COV-CA,CPH-CA,CRDL-CA,CRH-CA,CTTH-US,CTX-CA,CZO-CA,DR-CA,EBM-CA,EDT-CA,EPI-CA,ETBI-US,FRX-CA,GSD-CA,GTMS-CA,GUD-CA,HBP-CA,HLS-CA,HSDT-US,HTL-CA,ICO-CA,IDL-CA,IGXT-US,IMV-CA,IN-CA,IPA-CA,JWEL-CA,KLY-CA,KNE-CA,LMNL-CA,MDNA-CA,MDP-CA,MDX-CA,MIMI-CA,MIR-CA,MIST-US,MPH-CA,NGEN-CA,NRI-CA,NSHS-CA,NVCN-CA,NVLNF-US,ONCY-USA,OPS-CA,PMN-CA,PRN-CA,PTQ-CA,QPT-CA,RVX-CA,RX-CA,SBM-CA,SQD-CA,SVA-CA,TBP-CA,TH-CA,TLT-CA,TMD-CA,VBIV-US,VMD-CA,XENE-US,ZYME-US
26760.94,,,8.55,,5721.54,,,,,,369958.85,,34086645.6,43108.08,,,,2480.41,,,,112128.8,,,,1259.43,,,,,6.26,,,288883.08,,,9.24,,,,,,,,470139.48,,,,,,,,,,,,,,,29.6,,,,,,,,,,,,,,,267.6,86440,138618.27,502200,1930663.65
18155.12,,,2.56,,3833.1,,,,,,356113.31,,32836691.31,33870.64,,,,1927.56,,,,111875.71,,,,859.61,,,,,,,,288118.9,,,9.24,,,,,,,,364611.12,,,,,,,,,,,,,,,22.94,,,,,,,,,,,,,,,231.21,78660.4,121212.2,431027.1,1736697.94
18116.19,,,,,2586.06,,,,,,345587.72,,30398088.39,26262.92,,,,1270.92,,,,96526.88,,,,666.37,,,,,,,,282850.69,,,0.46,,,,,,,,354783.17,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,201.77,77882.44,106727.34,375255,1434769
13089.64,,,,,1277.7,,,,,,339528.43,,30297396.9,24633.19,,,,635.46,,,,95309.48,,,,,,,,,,,,222665.75,,,,,,,,,,,338292.53,,,,,,,,,,,,,,,8.88,,,,,,,,,,,,,,,178.22,74932.24,79393.99,294791.4,1429958.55
9160,,,,,319.42,,,,,,339260.45,,28848010,18988.08,,,,105.91,,,,84577.15,,,,,,,,,,,,191044.92,,,,,,,,,,,324341.92,,,,,,,,,,,,,,,5.92,,,,,,,,,,,,,,,133.26,69152,75757.62,288262.8,1418413.47
9072.98,,,,,5.11,,,,,,338233.2,,24672064.06,13668.92,,,,95.32,,,,81693.84,,,,,,,,,,,,178088.6,,,,,,,,,,,315119.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.17,66111.04,74545.5,268425.9,1417953.34
7976.07,,,,,5.11,,,,,,323851.7,,24581531.96,3203.98,,,,,,,,55128.93,,,,,,,,,,,,161728.21,,,,,,,,,,,294838.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.04,65867.28,64648.53,261269.55,1280625.45
7190.6,,,,,,,,,,,285099.07,,24236578.46,3016.73,,,,,,,,36422.64,,,,,,,,,,,,135329.27,,,,,,,,,,,283310.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.84,56150.56,63448.53,181071,1230722.26
7071.52,,,,,,,,,,,275362.53,,22984266.26,1456.35,,,,,,,,19222.08,,,,,,,,,,,,122604.52,,,,,,,,,,,254002.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.84,55632.78,45454.58,174151.8,1211145.82
6870,,,,,,,,,,,245036.33,,22615559,929.29,,,,,,,,9245.82,,,,,,,,,,,,109104.02,,,,,,,,,,,199880.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.39,55016.47,42424.27,147102.75,836600
